lakeid,year,daynum,sampledate,item,value,layer,lastice
TB,2015,278,2015-10-05,no3no2,2.5,surf,2015-04-13
TB,2015,278,2015-10-05,ph,4.53,surf,2015-04-13
TB,2015,278,2015-10-05,totnf,565,surf,2015-04-13
TB,2015,278,2015-10-05,totnuf,805,surf,2015-04-13
TB,2015,278,2015-10-05,totpf,10.5,surf,2015-04-13
TB,2015,278,2015-10-05,totpuf,35.5,surf,2015-04-13
TB,2015,321,2015-11-17,doc,22.35,surf,2015-04-13
TB,2015,321,2015-11-17,drsif,1456.9199999999998,surf,2015-04-13
TB,2015,321,2015-11-17,nh4,76,surf,2015-04-13
TB,2015,321,2015-11-17,no3no2,5,surf,2015-04-13
TB,2015,321,2015-11-17,ph,4.86,surf,2015-04-13
TB,2015,321,2015-11-17,totnf,637,surf,2015-04-13
TB,2015,321,2015-11-17,totnuf,707,surf,2015-04-13
TB,2015,321,2015-11-17,totpf,7,surf,2015-04-13
TB,2015,321,2015-11-17,totpuf,19,surf,2015-04-13
TB,2016,113,2016-04-22,doc,16.09,surf,2016-04-18
TB,2016,113,2016-04-22,drsif,177.83999999999997,surf,2016-04-18
TB,2016,113,2016-04-22,nh4,8,surf,2016-04-18
TB,2016,113,2016-04-22,no3no2,2,surf,2016-04-18
TB,2016,113,2016-04-22,ph,4.87,surf,2016-04-18
TB,2016,113,2016-04-22,totnf,450,surf,2016-04-18
TB,2016,113,2016-04-22,totnuf,586,surf,2016-04-18
TB,2016,113,2016-04-22,totpf,2,surf,2016-04-18
TB,2016,113,2016-04-22,totpuf,16,surf,2016-04-18
TB,2016,145,2016-05-24,doc,18.85,surf,2016-04-18
TB,2016,145,2016-05-24,drsif,225.71999999999997,surf,2016-04-18
TB,2016,145,2016-05-24,nh4,15,surf,2016-04-18
TB,2016,145,2016-05-24,no3no2,5,surf,2016-04-18
TB,2016,145,2016-05-24,ph,4.83,surf,2016-04-18
TB,2016,145,2016-05-24,totnf,467,surf,2016-04-18
TB,2016,145,2016-05-24,totnuf,543,surf,2016-04-18
TB,2016,145,2016-05-24,totpf,11,surf,2016-04-18
TB,2016,145,2016-05-24,totpuf,21,surf,2016-04-18
TB,2016,174,2016-06-22,doc,21.37,surf,2016-04-18
TB,2016,174,2016-06-22,drsif,198.35999999999999,surf,2016-04-18
TB,2016,174,2016-06-22,nh4,14,surf,2016-04-18
TB,2016,174,2016-06-22,no3no2,2,surf,2016-04-18
TB,2016,174,2016-06-22,ph,4.78,surf,2016-04-18
TB,2016,174,2016-06-22,totnf,494,surf,2016-04-18
TB,2016,174,2016-06-22,totnuf,1297,surf,2016-04-18
TB,2016,174,2016-06-22,totpf,10,surf,2016-04-18
TB,2016,174,2016-06-22,totpuf,58,surf,2016-04-18
TB,2016,201,2016-07-19,doc,20.01,surf,2016-04-18
TB,2016,201,2016-07-19,drsif,271.32,surf,2016-04-18
TB,2016,201,2016-07-19,nh4,18,surf,2016-04-18
TB,2016,201,2016-07-19,no3no2,1,surf,2016-04-18
TB,2016,201,2016-07-19,ph,4.74,surf,2016-04-18
TB,2016,201,2016-07-19,totnf,610,surf,2016-04-18
TB,2016,201,2016-07-19,totnuf,893,surf,2016-04-18
TB,2016,201,2016-07-19,totpf,47,surf,2016-04-18
TB,2016,201,2016-07-19,totpuf,83,surf,2016-04-18
TB,2016,229,2016-08-16,doc,19.375,surf,2016-04-18
TB,2016,229,2016-08-16,drsif,300.9599999999999,surf,2016-04-18
TB,2016,229,2016-08-16,nh4,6,surf,2016-04-18
TB,2016,229,2016-08-16,no3no2,10.5,surf,2016-04-18
TB,2016,229,2016-08-16,ph,4.52,surf,2016-04-18
TB,2016,229,2016-08-16,totnf,504,surf,2016-04-18
TB,2016,229,2016-08-16,totnuf,800.5,surf,2016-04-18
TB,2016,229,2016-08-16,totpf,13.5,surf,2016-04-18
TB,2016,229,2016-08-16,totpuf,44,surf,2016-04-18
TB,2016,258,2016-09-14,doc,20.33,surf,2016-04-18
TB,2016,258,2016-09-14,drsif,77.52,surf,2016-04-18
TB,2016,258,2016-09-14,nh4,14,surf,2016-04-18
TB,2016,258,2016-09-14,no3no2,9,surf,2016-04-18
TB,2016,258,2016-09-14,ph,4.55,surf,2016-04-18
TB,2016,258,2016-09-14,totnf,528,surf,2016-04-18
TB,2016,258,2016-09-14,totnuf,748,surf,2016-04-18
TB,2016,258,2016-09-14,totpf,13,surf,2016-04-18
TB,2016,258,2016-09-14,totpuf,30,surf,2016-04-18
TB,2016,284,2016-10-10,doc,23.43,surf,2016-04-18
TB,2016,284,2016-10-10,drsif,458.28,surf,2016-04-18
TB,2016,284,2016-10-10,nh4,17,surf,2016-04-18
TB,2016,284,2016-10-10,no3no2,6,surf,2016-04-18
TB,2016,284,2016-10-10,ph,4.54,surf,2016-04-18
TB,2016,284,2016-10-10,totnf,636,surf,2016-04-18
TB,2016,284,2016-10-10,totnuf,761,surf,2016-04-18
TB,2016,284,2016-10-10,totpf,12,surf,2016-04-18
TB,2016,284,2016-10-10,totpuf,25,surf,2016-04-18
TB,2016,321,2016-11-16,doc,25.155,surf,2016-04-18
TB,2016,321,2016-11-16,drsif,853.8599999999999,surf,2016-04-18
TB,2016,321,2016-11-16,nh4,12.5,surf,2016-04-18
TB,2016,321,2016-11-16,no3no2,2,surf,2016-04-18
TB,2016,321,2016-11-16,ph,4.705,surf,2016-04-18
TB,2016,321,2016-11-16,totnf,613,surf,2016-04-18
TB,2016,321,2016-11-16,totnuf,622,surf,2016-04-18
TB,2016,321,2016-11-16,totpf,8.5,surf,2016-04-18
TB,2016,321,2016-11-16,totpuf,53,surf,2016-04-18
TB,2017,109,2017-04-19,doc,18.89,surf,2017-04-15
TB,2017,109,2017-04-19,drsif,243.95999999999998,surf,2017-04-15
TB,2017,109,2017-04-19,nh4,8,surf,2017-04-15
TB,2017,109,2017-04-19,no3no2,5,surf,2017-04-15
TB,2017,109,2017-04-19,ph,4.76,surf,2017-04-15
TB,2017,109,2017-04-19,totnf,554,surf,2017-04-15
TB,2017,109,2017-04-19,totnuf,1187,surf,2017-04-15
TB,2017,109,2017-04-19,totpf,15,surf,2017-04-15
TB,2017,109,2017-04-19,totpuf,77,surf,2017-04-15
TB,2017,138,2017-05-18,doc,19.619999999999997,surf,2017-04-15
TB,2017,138,2017-05-18,drsif,338.58,surf,2017-04-15
TB,2017,138,2017-05-18,nh4,4,surf,2017-04-15
TB,2017,138,2017-05-18,no3no2,5,surf,2017-04-15
TB,2017,138,2017-05-18,ph,4.79,surf,2017-04-15
TB,2017,138,2017-05-18,totnf,461,surf,2017-04-15
TB,2017,138,2017-05-18,totnuf,430,surf,2017-04-15
TB,2017,138,2017-05-18,totpf,9.5,surf,2017-04-15
TB,2017,138,2017-05-18,totpuf,23,surf,2017-04-15
TB,2017,166,2017-06-15,doc,19.8,surf,2017-04-15
TB,2017,166,2017-06-15,drsif,161.88,surf,2017-04-15
TB,2017,166,2017-06-15,nh4,10,surf,2017-04-15
TB,2017,166,2017-06-15,no3no2,2,surf,2017-04-15
TB,2017,166,2017-06-15,ph,4.74,surf,2017-04-15
TB,2017,166,2017-06-15,totnf,481,surf,2017-04-15
TB,2017,166,2017-06-15,totnuf,595,surf,2017-04-15
TB,2017,166,2017-06-15,totpf,10,surf,2017-04-15
TB,2017,166,2017-06-15,totpuf,27,surf,2017-04-15
TB,2017,191,2017-07-10,doc,29.28,surf,2017-04-15
TB,2017,191,2017-07-10,drsif,102.6,surf,2017-04-15
TB,2017,191,2017-07-10,nh4,15,surf,2017-04-15
TB,2017,191,2017-07-10,no3no2,4,surf,2017-04-15
TB,2017,191,2017-07-10,ph,4.5,surf,2017-04-15
TB,2017,191,2017-07-10,totnf,615,surf,2017-04-15
TB,2017,191,2017-07-10,totnuf,723,surf,2017-04-15
TB,2017,191,2017-07-10,totpf,17,surf,2017-04-15
TB,2017,191,2017-07-10,totpuf,35,surf,2017-04-15
TB,2017,219,2017-08-07,doc,26.24,surf,2017-04-15
TB,2017,219,2017-08-07,drsif,405.84,surf,2017-04-15
TB,2017,219,2017-08-07,nh4,35,surf,2017-04-15
TB,2017,219,2017-08-07,no3no2,10,surf,2017-04-15
TB,2017,219,2017-08-07,ph,4.34,surf,2017-04-15
TB,2017,219,2017-08-07,totnf,602,surf,2017-04-15
TB,2017,219,2017-08-07,totnuf,750,surf,2017-04-15
TB,2017,219,2017-08-07,totpf,15,surf,2017-04-15
TB,2017,219,2017-08-07,totpuf,25,surf,2017-04-15
TB,2017,249,2017-09-06,doc,24.93,surf,2017-04-15
TB,2017,249,2017-09-06,drsif,592.8,surf,2017-04-15
TB,2017,249,2017-09-06,nh4,3,surf,2017-04-15
TB,2017,249,2017-09-06,no3no2,1,surf,2017-04-15
TB,2017,249,2017-09-06,ph,4.44,surf,2017-04-15
TB,2017,249,2017-09-06,totnf,572,surf,2017-04-15
TB,2017,249,2017-09-06,totnuf,740,surf,2017-04-15
TB,2017,249,2017-09-06,totpf,14,surf,2017-04-15
TB,2017,249,2017-09-06,totpuf,30,surf,2017-04-15
TB,2017,275,2017-10-02,doc,26.415,surf,2017-04-15
TB,2017,275,2017-10-02,drsif,767.22,surf,2017-04-15
TB,2017,275,2017-10-02,nh4,8.5,surf,2017-04-15
TB,2017,275,2017-10-02,no3no2,21.5,surf,2017-04-15
TB,2017,275,2017-10-02,ph,4.515,surf,2017-04-15
TB,2017,275,2017-10-02,totnf,476.5,surf,2017-04-15
TB,2017,275,2017-10-02,totnuf,574,surf,2017-04-15
TB,2017,275,2017-10-02,totpf,14.5,surf,2017-04-15
TB,2017,275,2017-10-02,totpuf,47.5,surf,2017-04-15
TB,2017,310,2017-11-06,doc,27.57,surf,2017-04-15
TB,2017,310,2017-11-06,drsif,1760.1599999999999,surf,2017-04-15
TB,2017,310,2017-11-06,nh4,16,surf,2017-04-15
TB,2017,310,2017-11-06,no3no2,7,surf,2017-04-15
TB,2017,310,2017-11-06,ph,4.62,surf,2017-04-15
TB,2017,310,2017-11-06,totnf,648,surf,2017-04-15
TB,2017,310,2017-11-06,totnuf,762,surf,2017-04-15
TB,2017,310,2017-11-06,totpf,16,surf,2017-04-15
TB,2017,310,2017-11-06,totpuf,28,surf,2017-04-15
TB,2018,136,2018-05-16,doc,16.79,surf,2018-05-06
TB,2018,136,2018-05-16,drsif,150.48,surf,2018-05-06
TB,2018,136,2018-05-16,nh4,6,surf,2018-05-06
TB,2018,136,2018-05-16,no3no2,5,surf,2018-05-06
TB,2018,136,2018-05-16,ph,4.78,surf,2018-05-06
TB,2018,136,2018-05-16,totnf,449,surf,2018-05-06
TB,2018,136,2018-05-16,totnuf,566,surf,2018-05-06
TB,2018,136,2018-05-16,totpf,13,surf,2018-05-06
TB,2018,136,2018-05-16,totpuf,27,surf,2018-05-06
TB,2018,163,2018-06-12,doc,20.57,surf,2018-05-06
TB,2018,163,2018-06-12,drsif,360.23999999999995,surf,2018-05-06
TB,2018,163,2018-06-12,nh4,3,surf,2018-05-06
TB,2018,163,2018-06-12,no3no2,2,surf,2018-05-06
TB,2018,163,2018-06-12,ph,4.73,surf,2018-05-06
TB,2018,163,2018-06-12,totnf,579,surf,2018-05-06
TB,2018,163,2018-06-12,totnuf,678,surf,2018-05-06
TB,2018,163,2018-06-12,totpf,12,surf,2018-05-06
TB,2018,163,2018-06-12,totpuf,25,surf,2018-05-06
TB,2018,191,2018-07-10,doc,21.08,surf,2018-05-06
TB,2018,191,2018-07-10,drsif,471.96,surf,2018-05-06
TB,2018,191,2018-07-10,nh4,1,surf,2018-05-06
TB,2018,191,2018-07-10,no3no2,4,surf,2018-05-06
TB,2018,191,2018-07-10,ph,4.64,surf,2018-05-06
TB,2018,191,2018-07-10,totnf,497,surf,2018-05-06
TB,2018,191,2018-07-10,totnuf,612,surf,2018-05-06
TB,2018,191,2018-07-10,totpf,8,surf,2018-05-06
TB,2018,191,2018-07-10,totpuf,20,surf,2018-05-06
TB,2018,218,2018-08-06,doc,23.96,surf,2018-05-06
TB,2018,218,2018-08-06,drsif,854.9999999999999,surf,2018-05-06
TB,2018,218,2018-08-06,nh4,123,surf,2018-05-06
TB,2018,218,2018-08-06,no3no2,16,surf,2018-05-06
TB,2018,218,2018-08-06,ph,4.59,surf,2018-05-06
TB,2018,218,2018-08-06,totnf,521,surf,2018-05-06
TB,2018,218,2018-08-06,totnuf,587,surf,2018-05-06
TB,2018,218,2018-08-06,totpf,7,surf,2018-05-06
TB,2018,218,2018-08-06,totpuf,13,surf,2018-05-06
TB,2018,249,2018-09-06,doc,22.5,surf,2018-05-06
TB,2018,249,2018-09-06,drsif,754.68,surf,2018-05-06
TB,2018,249,2018-09-06,nh4,13,surf,2018-05-06
TB,2018,249,2018-09-06,no3no2,0,surf,2018-05-06
TB,2018,249,2018-09-06,ph,4.61,surf,2018-05-06
TB,2018,249,2018-09-06,totnf,456,surf,2018-05-06
TB,2018,249,2018-09-06,totnuf,820,surf,2018-05-06
TB,2018,249,2018-09-06,totpf,3,surf,2018-05-06
TB,2018,249,2018-09-06,totpuf,24,surf,2018-05-06
TB,2018,274,2018-10-01,doc,25.72,surf,2018-05-06
TB,2018,274,2018-10-01,drsif,1354.32,surf,2018-05-06
TB,2018,274,2018-10-01,nh4,373,surf,2018-05-06
TB,2018,274,2018-10-01,no3no2,11,surf,2018-05-06
TB,2018,274,2018-10-01,ph,4.6,surf,2018-05-06
TB,2018,274,2018-10-01,totnf,584,surf,2018-05-06
TB,2018,274,2018-10-01,totnuf,900,surf,2018-05-06
TB,2018,274,2018-10-01,totpf,7,surf,2018-05-06
TB,2018,274,2018-10-01,totpuf,21,surf,2018-05-06
TB,2018,310,2018-11-06,doc,27.82,surf,2018-05-06
TB,2018,310,2018-11-06,drsif,1960.7999999999997,surf,2018-05-06
TB,2018,310,2018-11-06,nh4,101,surf,2018-05-06
TB,2018,310,2018-11-06,no3no2,3,surf,2018-05-06
TB,2018,310,2018-11-06,ph,4.66,surf,2018-05-06
TB,2018,310,2018-11-06,totnf,608,surf,2018-05-06
TB,2018,310,2018-11-06,totnuf,620,surf,2018-05-06
TB,2018,310,2018-11-06,totpf,7,surf,2018-05-06
TB,2018,310,2018-11-06,totpuf,19,surf,2018-05-06
TR,1982,133,1982-05-13,drsif,9929.4,surf,1982-05-04
TR,1982,133,1982-05-13,no3no2,31,surf,1982-05-04
TR,1982,133,1982-05-13,ph,7.52,surf,1982-05-04
TR,1982,146,1982-05-26,drsif,9293.279999999999,surf,1982-05-04
TR,1982,146,1982-05-26,no3no2,0,surf,1982-05-04
TR,1982,146,1982-05-26,ph,8.07,surf,1982-05-04
TR,1982,159,1982-06-08,drsif,9149.64,surf,1982-05-04
TR,1982,159,1982-06-08,no3no2,0,surf,1982-05-04
TR,1982,159,1982-06-08,ph,8.01,surf,1982-05-04
TR,1982,173,1982-06-22,drsif,9088.08,surf,1982-05-04
TR,1982,173,1982-06-22,no3no2,0,surf,1982-05-04
TR,1982,173,1982-06-22,ph,8.64,surf,1982-05-04
TR,1982,188,1982-07-07,drsif,8825.88,surf,1982-05-04
TR,1982,188,1982-07-07,no3no2,48,surf,1982-05-04
TR,1982,188,1982-07-07,ph,8.07,surf,1982-05-04
TR,1982,200,1982-07-19,drsif,8383.56,surf,1982-05-04
TR,1982,200,1982-07-19,nh4,0,surf,1982-05-04
TR,1982,200,1982-07-19,no3no2,0,surf,1982-05-04
TR,1982,200,1982-07-19,ph,8,surf,1982-05-04
TR,1982,215,1982-08-03,drsif,8454.24,surf,1982-05-04
TR,1982,215,1982-08-03,nh4,0,surf,1982-05-04
TR,1982,215,1982-08-03,no3no2,0,surf,1982-05-04
TR,1982,215,1982-08-03,ph,7.62,surf,1982-05-04
TR,1982,229,1982-08-17,drsif,8787.119999999999,surf,1982-05-04
TR,1982,229,1982-08-17,nh4,15,surf,1982-05-04
TR,1982,229,1982-08-17,no3no2,0,surf,1982-05-04
TR,1982,229,1982-08-17,ph,8.13,surf,1982-05-04
TR,1982,253,1982-09-10,drsif,9126.839999999998,surf,1982-05-04
TR,1982,253,1982-09-10,nh4,17,surf,1982-05-04
TR,1982,253,1982-09-10,no3no2,0,surf,1982-05-04
TR,1982,253,1982-09-10,ph,7.85,surf,1982-05-04
TR,1982,270,1982-09-27,drsif,9247.679999999998,surf,1982-05-04
TR,1982,270,1982-09-27,nh4,0,surf,1982-05-04
TR,1982,270,1982-09-27,no3no2,0,surf,1982-05-04
TR,1982,270,1982-09-27,ph,7.64,surf,1982-05-04
TR,1982,277,1982-10-04,drsif,9126.839999999998,surf,1982-05-04
TR,1982,277,1982-10-04,nh4,0,surf,1982-05-04
TR,1982,277,1982-10-04,no3no2,0,surf,1982-05-04
TR,1982,277,1982-10-04,ph,7.56,surf,1982-05-04
TR,1982,294,1982-10-21,drsif,9475.679999999998,surf,1982-05-04
TR,1982,294,1982-10-21,nh4,0,surf,1982-05-04
TR,1982,294,1982-10-21,no3no2,14,surf,1982-05-04
TR,1982,294,1982-10-21,ph,7.32,surf,1982-05-04
TR,1982,312,1982-11-08,drsif,9587.4,surf,1982-05-04
TR,1982,312,1982-11-08,nh4,0,surf,1982-05-04
TR,1982,312,1982-11-08,no3no2,25,surf,1982-05-04
TR,1982,312,1982-11-08,ph,7.31,surf,1982-05-04
TR,1983,144,1983-05-24,drsif,9341.16,surf,1983-05-02
TR,1983,144,1983-05-24,nh4,0,surf,1983-05-02
TR,1983,144,1983-05-24,no3no2,0,surf,1983-05-02
TR,1983,144,1983-05-24,ph,7.77,surf,1983-05-02
TR,1983,158,1983-06-07,drsif,8741.519999999999,surf,1983-05-02
TR,1983,158,1983-06-07,nh4,12,surf,1983-05-02
TR,1983,158,1983-06-07,no3no2,0,surf,1983-05-02
TR,1983,158,1983-06-07,ph,7.72,surf,1983-05-02
TR,1983,171,1983-06-20,drsif,8832.72,surf,1983-05-02
TR,1983,171,1983-06-20,nh4,12,surf,1983-05-02
TR,1983,171,1983-06-20,no3no2,6,surf,1983-05-02
TR,1983,171,1983-06-20,ph,7.99,surf,1983-05-02
TR,1983,187,1983-07-06,nh4,0,surf,1983-05-02
TR,1983,187,1983-07-06,no3no2,0,surf,1983-05-02
TR,1983,187,1983-07-06,ph,7.66,surf,1983-05-02
TR,1983,199,1983-07-18,drsif,8114.5199999999995,surf,1983-05-02
TR,1983,199,1983-07-18,nh4,0,surf,1983-05-02
TR,1983,199,1983-07-18,no3no2,5,surf,1983-05-02
TR,1983,199,1983-07-18,ph,8.18,surf,1983-05-02
TR,1983,215,1983-08-03,nh4,28,surf,1983-05-02
TR,1983,215,1983-08-03,no3no2,0,surf,1983-05-02
TR,1983,215,1983-08-03,ph,8.274999999999999,surf,1983-05-02
TR,1983,227,1983-08-15,drsif,8730.119999999999,surf,1983-05-02
TR,1983,227,1983-08-15,nh4,0,surf,1983-05-02
TR,1983,227,1983-08-15,no3no2,0,surf,1983-05-02
TR,1983,227,1983-08-15,ph,8.28,surf,1983-05-02
TR,1983,251,1983-09-08,drsif,8953.56,surf,1983-05-02
TR,1983,251,1983-09-08,nh4,0,surf,1983-05-02
TR,1983,251,1983-09-08,no3no2,0,surf,1983-05-02
TR,1983,251,1983-09-08,ph,8.11,surf,1983-05-02
TR,1983,321,1983-11-17,drsif,9871.259999999998,surf,1983-05-02
TR,1983,321,1983-11-17,nh4,13,surf,1983-05-02
TR,1983,321,1983-11-17,no3no2,17,surf,1983-05-02
TR,1983,321,1983-11-17,ph,7.46,surf,1983-05-02
TR,1984,128,1984-05-07,drsif,10011.48,surf,1984-04-26
TR,1984,128,1984-05-07,nh4,8,surf,1984-04-26
TR,1984,128,1984-05-07,no3no2,17,surf,1984-04-26
TR,1984,128,1984-05-07,ph,7.43,surf,1984-04-26
TR,1984,143,1984-05-22,drsif,9291,surf,1984-04-26
TR,1984,143,1984-05-22,nh4,38,surf,1984-04-26
TR,1984,143,1984-05-22,no3no2,2,surf,1984-04-26
TR,1984,143,1984-05-22,ph,7.87,surf,1984-04-26
TR,1984,159,1984-06-07,drsif,9927.119999999999,surf,1984-04-26
TR,1984,159,1984-06-07,nh4,21,surf,1984-04-26
TR,1984,159,1984-06-07,no3no2,3,surf,1984-04-26
TR,1984,159,1984-06-07,ph,7.99,surf,1984-04-26
TR,1984,171,1984-06-19,drsif,9047.039999999999,surf,1984-04-26
TR,1984,171,1984-06-19,nh4,18,surf,1984-04-26
TR,1984,171,1984-06-19,no3no2,0,surf,1984-04-26
TR,1984,171,1984-06-19,ph,7.98,surf,1984-04-26
TR,1984,187,1984-07-05,drsif,8535.18,surf,1984-04-26
TR,1984,187,1984-07-05,nh4,30,surf,1984-04-26
TR,1984,187,1984-07-05,no3no2,1.5,surf,1984-04-26
TR,1984,187,1984-07-05,ph,8.245000000000001,surf,1984-04-26
TR,1984,198,1984-07-16,drsif,8527.199999999999,surf,1984-04-26
TR,1984,198,1984-07-16,nh4,17,surf,1984-04-26
TR,1984,198,1984-07-16,no3no2,0,surf,1984-04-26
TR,1984,198,1984-07-16,ph,8.28,surf,1984-04-26
TR,1984,215,1984-08-02,drsif,8518.08,surf,1984-04-26
TR,1984,215,1984-08-02,nh4,17,surf,1984-04-26
TR,1984,215,1984-08-02,no3no2,1.5,surf,1984-04-26
TR,1984,215,1984-08-02,ph,8.41,surf,1984-04-26
TR,1984,228,1984-08-15,drsif,8584.199999999999,surf,1984-04-26
TR,1984,228,1984-08-15,nh4,17,surf,1984-04-26
TR,1984,228,1984-08-15,no3no2,0,surf,1984-04-26
TR,1984,228,1984-08-15,ph,8.34,surf,1984-04-26
TR,1984,248,1984-09-04,drsif,8871.48,surf,1984-04-26
TR,1984,248,1984-09-04,nh4,14,surf,1984-04-26
TR,1984,248,1984-09-04,no3no2,0,surf,1984-04-26
TR,1984,248,1984-09-04,ph,8.02,surf,1984-04-26
TR,1984,270,1984-09-26,drsif,9291,surf,1984-04-26
TR,1984,270,1984-09-26,nh4,9,surf,1984-04-26
TR,1984,270,1984-09-26,no3no2,3,surf,1984-04-26
TR,1984,270,1984-09-26,ph,7.78,surf,1984-04-26
TR,1984,290,1984-10-16,drsif,8942.16,surf,1984-04-26
TR,1984,290,1984-10-16,nh4,14,surf,1984-04-26
TR,1984,290,1984-10-16,no3no2,0,surf,1984-04-26
TR,1984,290,1984-10-16,ph,7.62,surf,1984-04-26
TR,1984,311,1984-11-06,drsif,10041.119999999999,surf,1984-04-26
TR,1984,311,1984-11-06,nh4,12,surf,1984-04-26
TR,1984,311,1984-11-06,no3no2,20,surf,1984-04-26
TR,1984,311,1984-11-06,ph,7.54,surf,1984-04-26
TR,1984,332,1984-11-27,drsif,9642.119999999999,surf,1984-04-26
TR,1984,332,1984-11-27,nh4,19,surf,1984-04-26
TR,1984,332,1984-11-27,no3no2,19,surf,1984-04-26
TR,1984,332,1984-11-27,ph,7.69,surf,1984-04-26
TR,1985,120,1985-04-30,drsif,9815.4,surf,1985-04-24
TR,1985,120,1985-04-30,nh4,25,surf,1985-04-24
TR,1985,120,1985-04-30,no3no2,37,surf,1985-04-24
TR,1985,120,1985-04-30,ph,7.41,surf,1985-04-24
TR,1985,133,1985-05-13,drsif,9443.759999999998,surf,1985-04-24
TR,1985,133,1985-05-13,nh4,17,surf,1985-04-24
TR,1985,133,1985-05-13,no3no2,7,surf,1985-04-24
TR,1985,133,1985-05-13,ph,7.83,surf,1985-04-24
TR,1985,148,1985-05-28,drsif,8951.279999999999,surf,1985-04-24
TR,1985,148,1985-05-28,nh4,8,surf,1985-04-24
TR,1985,148,1985-05-28,no3no2,0,surf,1985-04-24
TR,1985,148,1985-05-28,ph,8.1,surf,1985-04-24
TR,1985,162,1985-06-11,drsif,8604.72,surf,1985-04-24
TR,1985,162,1985-06-11,nh4,8,surf,1985-04-24
TR,1985,162,1985-06-11,no3no2,0,surf,1985-04-24
TR,1985,162,1985-06-11,ph,8.05,surf,1985-04-24
TR,1985,177,1985-06-26,drsif,8208,surf,1985-04-24
TR,1985,177,1985-06-26,nh4,5,surf,1985-04-24
TR,1985,177,1985-06-26,no3no2,0,surf,1985-04-24
TR,1985,177,1985-06-26,ph,7.98,surf,1985-04-24
TR,1985,189,1985-07-08,drsif,7754.28,surf,1985-04-24
TR,1985,189,1985-07-08,nh4,0,surf,1985-04-24
TR,1985,189,1985-07-08,no3no2,0,surf,1985-04-24
TR,1985,189,1985-07-08,ph,8.18,surf,1985-04-24
TR,1985,206,1985-07-25,drsif,8326.56,surf,1985-04-24
TR,1985,206,1985-07-25,nh4,7,surf,1985-04-24
TR,1985,206,1985-07-25,no3no2,0,surf,1985-04-24
TR,1985,206,1985-07-25,ph,8.16,surf,1985-04-24
TR,1985,218,1985-08-06,drsif,7553.639999999999,surf,1985-04-24
TR,1985,218,1985-08-06,nh4,11,surf,1985-04-24
TR,1985,218,1985-08-06,no3no2,0,surf,1985-04-24
TR,1985,218,1985-08-06,ph,8.14,surf,1985-04-24
TR,1985,232,1985-08-20,drsif,7809,surf,1985-04-24
TR,1985,232,1985-08-20,nh4,24,surf,1985-04-24
TR,1985,232,1985-08-20,no3no2,0,surf,1985-04-24
TR,1985,232,1985-08-20,ph,7.995,surf,1985-04-24
TR,1985,255,1985-09-12,drsif,7964.039999999999,surf,1985-04-24
TR,1985,255,1985-09-12,nh4,21,surf,1985-04-24
TR,1985,255,1985-09-12,no3no2,0,surf,1985-04-24
TR,1985,255,1985-09-12,ph,7.98,surf,1985-04-24
TR,1985,275,1985-10-02,drsif,8360.759999999998,surf,1985-04-24
TR,1985,275,1985-10-02,nh4,9,surf,1985-04-24
TR,1985,275,1985-10-02,no3no2,0,surf,1985-04-24
TR,1985,275,1985-10-02,ph,7.63,surf,1985-04-24
TR,1985,294,1985-10-21,drsif,8693.64,surf,1985-04-24
TR,1985,294,1985-10-21,nh4,12,surf,1985-04-24
TR,1985,294,1985-10-21,no3no2,0,surf,1985-04-24
TR,1985,294,1985-10-21,ph,7.51,surf,1985-04-24
TR,1985,319,1985-11-15,drsif,9049.32,surf,1985-04-24
TR,1985,319,1985-11-15,nh4,11,surf,1985-04-24
TR,1985,319,1985-11-15,no3no2,7,surf,1985-04-24
TR,1985,319,1985-11-15,ph,7.56,surf,1985-04-24
TR,1986,112,1986-04-22,doc,3.08,surf,1986-04-15
TR,1986,112,1986-04-22,drsif,9840.48,surf,1986-04-15
TR,1986,112,1986-04-22,nh4,4,surf,1986-04-15
TR,1986,112,1986-04-22,no3no2,57,surf,1986-04-15
TR,1986,112,1986-04-22,ph,7.58,surf,1986-04-15
TR,1986,112,1986-04-22,totnf,150,surf,1986-04-15
TR,1986,112,1986-04-22,totnuf,149,surf,1986-04-15
TR,1986,112,1986-04-22,totpf,4,surf,1986-04-15
TR,1986,112,1986-04-22,totpuf,11,surf,1986-04-15
TR,1986,141,1986-05-21,doc,3.11,surf,1986-04-15
TR,1986,141,1986-05-21,drsif,8440.56,surf,1986-04-15
TR,1986,141,1986-05-21,nh4,0,surf,1986-04-15
TR,1986,141,1986-05-21,no3no2,0,surf,1986-04-15
TR,1986,141,1986-05-21,ph,8.37,surf,1986-04-15
TR,1986,141,1986-05-21,totnf,319,surf,1986-04-15
TR,1986,141,1986-05-21,totnuf,316,surf,1986-04-15
TR,1986,141,1986-05-21,totpf,7,surf,1986-04-15
TR,1986,141,1986-05-21,totpuf,11,surf,1986-04-15
TR,1986,168,1986-06-17,doc,2.78,surf,1986-04-15
TR,1986,168,1986-06-17,drsif,8351.64,surf,1986-04-15
TR,1986,168,1986-06-17,nh4,6,surf,1986-04-15
TR,1986,168,1986-06-17,no3no2,0,surf,1986-04-15
TR,1986,168,1986-06-17,ph,8.3,surf,1986-04-15
TR,1986,168,1986-06-17,totnf,191,surf,1986-04-15
TR,1986,168,1986-06-17,totnuf,260,surf,1986-04-15
